避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
武蔵村山市立第八小学校,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ藤2-50-1,35.750495,139.375839
武蔵村山市立第九小学校,132233,東京都,武蔵村山市,東京都武蔵村山市学園1-85-1,35.747942,139.394178
武蔵村山市立第十小学校,132233,東京都,武蔵村山市,東京都武蔵村山市残堀5-100-1,35.752997,139.366709
武蔵村山市立雷塚小学校,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-6-1,35.746063,139.401660
武蔵村山市立第一中学校,132233,東京都,武蔵村山市,東京都武蔵村山市本町2-76-1,35.754982,139.381327
武蔵村山市立第三中学校,132233,東京都,武蔵村山市,東京都武蔵村山市神明4-117-1,35.749870,139.403951
武蔵村山市立小中一貫校大南学園第四中学校,132233,東京都,武蔵村山市,東京都武蔵村山市大南2-79-1,35.740144,139.400559
武蔵村山市立第五中学校,132233,東京都,武蔵村山市,東京都武蔵村山市残堀5-55,35.753540,139.369050
武蔵村山市立小中一貫校村山学園,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘1460,35.739287,139.409768
雷塚地区会館,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-4,35.745895,139.400470
中藤地区会館,132233,東京都,武蔵村山市,東京都武蔵村山市中藤3-16,35.756955,139.400763
三ツ木地区会館,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ木2-39-2,35.758538,139.368539
大南地区会館,132233,東京都,武蔵村山市,東京都武蔵村山市大南5-1-69,35.735662,139.405861
残堀・伊奈平地区会館,132233,東京都,武蔵村山市,東京都武蔵村山市残堀1-60-3,35.746187,139.375115
市民総合センター,132233,東京都,武蔵村山市,東京都武蔵村山市学園4-5-1,35.746228,139.403258
総合体育館,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-45-6,35.765115,139.372162
福祉会館,132233,東京都,武蔵村山市,東京都武蔵村山市中央2-117-1,35.750829,139.393288
第二老人福祉館,132233,東京都,武蔵村山市,東京都武蔵村山市残堀2-22-1,35.747588,139.371873
第三老人福祉館,132233,東京都,武蔵村山市,東京都武蔵村山市本町4-40-1,35.758185,139.386409
第四老人福祉館,132233,東京都,武蔵村山市,東京都武蔵村山市岸3-47-7,35.765963,139.373031
第五老人福祉館,132233,東京都,武蔵村山市,東京都武蔵村山市神明2-7,35.754053,139.401450
山王森児童館,132233,東京都,武蔵村山市,東京都武蔵村山市三ツ藤3-6-10,35.755788,139.371749
緑が丘ふれあいセンター,132233,東京都,武蔵村山市,東京都武蔵村山市緑が丘1460,35.740155,139.407694
東京都立武蔵村山高等学校,132233,東京都,武蔵村山市,東京都武蔵村山市中原1-7-1,35.756872,139.365918
東京都立上水高等学校,132233,東京都,武蔵村山市,東京都武蔵村山市大南4-62-1,35.735348,139.412356
多摩第一小学校,132241,東京都,多摩市,東京都多摩市関戸3-2-23,35.650731,139.456336
多摩第二小学校,132241,東京都,多摩市,東京都多摩市和田75,35.644620,139.433694
多摩第三小学校,132241,東京都,多摩市,東京都多摩市乞田712,35.631404,139.436576
連光寺小学校,132241,東京都,多摩市,東京都多摩市連光寺3-64-1,35.641632,139.457303
北諏訪小学校,132241,東京都,多摩市,東京都多摩市諏訪1-60-1,35.630234,139.450299
東寺方小学校,132241,東京都,多摩市,東京都多摩市東寺方100,35.648009,139.438920
南鶴牧小学校,132241,東京都,多摩市,東京都多摩市鶴牧5-43,35.614106,139.417998
聖ヶ丘小学校,132241,東京都,多摩市,東京都多摩市聖ヶ丘3-66,35.628530,139.460582
西落合小学校,132241,東京都,多摩市,東京都多摩市落合5-6,35.613533,139.423611
大松台小学校,132241,東京都,多摩市,東京都多摩市鶴牧6-4,35.615267,139.415330
諏訪小学校,132241,東京都,多摩市,東京都多摩市諏訪5-13,35.620409,139.455585
永山小学校,132241,東京都,多摩市,東京都多摩市永山2-8-1,35.627455,139.445686
瓜生小学校,132241,東京都,多摩市,東京都多摩市永山5-13,35.620032,139.445629
東落合小学校,132241,東京都,多摩市,東京都多摩市落合3-24,35.618375,139.430281
貝取小学校,132241,東京都,多摩市,東京都多摩市貝取3-9,35.617841,139.441087
豊ヶ丘小学校,132241,東京都,多摩市,東京都多摩市豊ヶ丘2-4-1,35.622556,139.433842
愛和小学校,132241,東京都,多摩市,東京都多摩市愛宕1-54,35.634782,139.434239
多摩中学校,132241,東京都,多摩市,東京都多摩市関戸3-19-1,35.649357,139.456856
東愛宕中学校,132241,東京都,多摩市,東京都多摩市愛宕1-52,35.633423,139.432295
和田中学校,132241,東京都,多摩市,東京都多摩市和田234,35.642167,139.430510
諏訪中学校,132241,東京都,多摩市,東京都多摩市諏訪5-12-1,35.621997,139.454971
聖ヶ丘中学校,132241,東京都,多摩市,東京都多摩市聖ヶ丘2-17,35.633690,139.457902
鶴牧中学校,132241,東京都,多摩市,東京都多摩市鶴牧6-5-1,35.613937,139.414608
多摩永山中学校,132241,東京都,多摩市,東京都多摩市永山2-7-1,35.624947,139.447299
落合中学校,132241,東京都,多摩市,東京都多摩市落合4-14,35.614950,139.429147
青陵中学校,132241,東京都,多摩市,東京都多摩市貝取2-9-1,35.620709,139.439350
旧南豊ヶ丘小学校,132241,東京都,多摩市,東京都多摩市豊ヶ丘6-4,35.611390,139.433276
桜ヶ丘コミュニティセンター,132241,東京都,多摩市,東京都多摩市桜ヶ丘1-17-7,35.639959,139.446534
総合体育館,132241,東京都,多摩市,東京都多摩市東寺方588-1,35.643553,139.436217
諏訪複合教育施設,132241,東京都,多摩市,東京都多摩市諏訪5-1,35.623513,139.454496
帝京大学小学校（体育館）,132241,東京都,多摩市,東京都多摩市和田1254-6,35.644302,139.418362
都立永山高等学校（校舎内スペース）,132241,東京都,多摩市,東京都多摩市永山5-22,35.613693,139.448007
稲城第一小学校,132250,東京都,稲城市,東京都稲城市東長沼956,35.640682,139.511858
稲城第二小学校,132250,東京都,稲城市,東京都稲城市坂浜590,35.624943,139.484925
稲城第三小学校,132250,東京都,稲城市,東京都稲城市大丸100,35.643413,139.499664
稲城第四小学校,132250,東京都,稲城市,東京都稲城市押立1250,35.644745,139.516520
平尾小学校,132250,東京都,稲城市,東京都稲城市平尾3-1-3,35.611163,139.488891
稲城第六小学校,132250,東京都,稲城市,東京都稲城市大丸2110,35.649677,139.499389
稲城第七小学校,132250,東京都,稲城市,東京都稲城市矢野口1901-2,35.635373,139.520384
向陽台小学校,132250,東京都,稲城市,東京都稲城市向陽台3-2,35.636992,139.488050
城山小学校,132250,東京都,稲城市,東京都稲城市向陽台6-17,35.642776,139.493444
長峰小学校,132250,東京都,稲城市,東京都稲城市長峰2-8,35.629372,139.482881
若葉台小学校,132250,東京都,稲城市,東京都稲城市若葉台4-5,35.626468,139.467902
稲城第一中学校,132250,東京都,稲城市,東京都稲城市百村23,35.640411,139.499251
稲城第二中学校,132250,東京都,稲城市,東京都稲城市坂浜1340,35.615970,139.481058
稲城第三中学校,132250,東京都,稲城市,東京都稲城市矢野口3043,35.636282,139.507562
稲城第四中学校,132250,東京都,稲城市,東京都稲城市押立1768,35.645975,139.518491
稲城第五中学校,132250,東京都,稲城市,東京都稲城市向陽台3-1-1,35.638680,139.489394
稲城第六中学校,132250,東京都,稲城市,東京都稲城市若葉台3-11,35.624555,139.467516
複合施設ふれんど平尾,132250,東京都,稲城市,東京都稲城市平尾1-9-1,35.613746,139.492521
公益社団法人九段盡性園,132250,東京都,稲城市,東京都稲城市矢野口3750-11,35.643957,139.520938
中島ゆうし保育園,132250,東京都,稲城市,東京都稲城市矢野口256,35.642769,139.519260
本郷ゆうし保育園,132250,東京都,稲城市,東京都稲城市東長沼2115-2,35.637782,139.501345
第三保育園,132250,東京都,稲城市,東京都稲城市坂浜1012-2,35.622462,139.485123
第五保育園,132250,東京都,稲城市,東京都稲城市平尾1187-3,35.611855,139.486810
第六保育園,132250,東京都,稲城市,東京都稲城市大丸82-4,35.645378,139.499434
中央文化センター,132250,東京都,稲城市,東京都稲城市東長沼2111,35.638297,139.503558
第二文化センター,132250,東京都,稲城市,東京都稲城市矢野口1780,35.635236,139.518373
第三文化センター,132250,東京都,稲城市,東京都稲城市平尾1-20-5,35.613069,139.492488
第四文化センター,132250,東京都,稲城市,東京都稲城市東長沼271,35.645938,139.505451
城山文化センター,132250,東京都,稲城市,東京都稲城市向陽台6-7,35.641492,139.490803
総合体育館,132250,東京都,稲城市,東京都稲城市長峰1-1,35.631571,139.486073
矢野口コミュニティ防災センター,132250,東京都,稲城市,東京都稲城市矢野口2271-1,35.633647,139.515871
坂浜コミュニティ防災センター,132250,東京都,稲城市,東京都稲城市坂浜974,35.624738,139.485927
百村コミュニティ防災センター,132250,東京都,稲城市,東京都稲城市百村2017,35.638497,139.497404
長峰コミュニティ防災センター,132250,東京都,稲城市,東京都稲城市長峰2-31-1,35.628452,139.478414
大丸地区会館,132250,東京都,稲城市,東京都稲城市大丸251,35.647302,139.498738
松葉集会所,132250,東京都,稲城市,東京都稲城市矢野口1892,35.636469,139.520523
押立ふれあい会館,132250,東京都,稲城市,東京都稲城市押立663,35.649703,139.511088
南山小学校,132250,東京都,稲城市,東京都稲城市矢野口3635,35.628979,139.508734
羽村東小学校,132276,東京都,羽村市,東京都羽村市羽東2-18-1,35.754502,139.313138
羽村西小学校,132276,東京都,羽村市,東京都羽村市羽加美4-2-9,35.765218,139.300011
富士見小学校,132276,東京都,羽村市,東京都羽村市五ノ神4-9-5,35.762364,139.317401
栄小学校,132276,東京都,羽村市,東京都羽村市栄町2-17,35.771687,139.312451
松林小学校,132276,東京都,羽村市,東京都羽村市羽4122-2,35.768056,139.330153
小作台小学校,132276,東京都,羽村市,東京都羽村市小作台4-13-1,35.773578,139.298688
武蔵野小学校,132276,東京都,羽村市,東京都羽村市川崎693-1,35.760999,139.332497
羽村第一中学校,132276,東京都,羽村市,東京都羽村市羽中3-6-33,35.761823,139.307378
羽村第二中学校,132276,東京都,羽村市,東京都羽村市富士見平1-16,35.764886,139.324339
羽村第三中学校,132276,東京都,羽村市,東京都羽村市川崎697-1,35.761447,139.334173
屋城小学校体育館,132284,東京都,あきる野市,東京都あきる野市二宮東1-12-1,35.723895,139.323127
東部図書館エル ※会議室、エントランス部分,132284,東京都,あきる野市,東京都あきる野市野辺39-27,35.725196,139.315651
前田小学校体育館,132284,東京都,あきる野市,東京都あきる野市野辺92,35.723480,139.314642
東秋留小学校体育館,132284,東京都,あきる野市,東京都あきる野市野辺1123,35.724407,139.305624
秋川体育館,132284,東京都,あきる野市,東京都あきる野市二宮683,35.730308,139.302242
中央公民館,132284,東京都,あきる野市,東京都あきる野市二宮683,35.730401,139.302241
秋多中学校体育館,132284,東京都,あきる野市,東京都あきる野市二宮334,35.730849,139.293444
東中学校体育館,132284,東京都,あきる野市,東京都あきる野市平沢200,35.732294,139.302881
あきる野ルピア3･4Ｆ,132284,東京都,あきる野市,東京都あきる野市秋川1-8,35.730153,139.287104
秋川キララホール ※ロビー、エントランス部分,132284,東京都,あきる野市,東京都あきる野市秋川1-16-1,35.731028,139.288281
南秋留小学校体育館,132284,東京都,あきる野市,東京都あきる野市雨間810,35.721117,139.292638
草花小学校体育館,132284,東京都,あきる野市,東京都あきる野市草花3130,35.737110,139.305391
