避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
長谷戸小学校,131130,東京都,渋谷区,東京都渋谷区恵比寿西1-23-1,35.647429,139.706158
猿楽小学校,131130,東京都,渋谷区,東京都渋谷区猿楽町12-35,35.651071,139.701679
広尾中学校,131130,東京都,渋谷区,東京都渋谷区東4-13-25,35.654235,139.712554
広尾小学校,131130,東京都,渋谷区,東京都渋谷区東3-3-3,35.651797,139.712079
常磐松小学校,131130,東京都,渋谷区,東京都渋谷区東1-7-10,35.655778,139.710427
商工会館,131130,東京都,渋谷区,東京都渋谷区渋谷1-12-5,35.660397,139.703767
松濤中学校,131130,東京都,渋谷区,東京都渋谷区松濤1-20-4,35.661293,139.690866
神南小学校,131130,東京都,渋谷区,東京都渋谷区宇田川町5-1,35.663095,139.697556
文化総合センター大和田,131130,東京都,渋谷区,東京都渋谷区桜丘町23-21,35.655514,139.699962
上原中学校,131130,東京都,渋谷区,東京都渋谷区上原3-41-2,35.666933,139.677682
上原小学校,131130,東京都,渋谷区,東京都渋谷区上原3-13-20,35.666315,139.679176
富谷小学校,131130,東京都,渋谷区,東京都渋谷区上原1-46-4,35.669298,139.686777
西原小学校,131130,東京都,渋谷区,東京都渋谷区西原2-22-1,35.673987,139.678597
代々木中学校,131130,東京都,渋谷区,東京都渋谷区西原1-46-1,35.674390,139.683270
渋谷区スポーツセンター,131130,東京都,渋谷区,東京都渋谷区西原1-40-18,35.675774,139.680877
幡代小学校,131130,東京都,渋谷区,東京都渋谷区初台1-32-12,35.679182,139.683840
代々木山谷小学校,131130,東京都,渋谷区,東京都渋谷区代-木3-47-1,35.681331,139.694704
渋谷本町学園,131130,東京都,渋谷区,東京都渋谷区本町4-3-1,35.686032,139.681966
渋谷本町学園第二グラウンド,131130,東京都,渋谷区,東京都渋谷区本町4-39-1,35.684758,139.679237
児童青少年センターフレンズ本町,131130,東京都,渋谷区,東京都渋谷区本町6-6-2,35.682102,139.679535
笹塚中学校,131130,東京都,渋谷区,東京都渋谷区笹塚3-10-1,35.677830,139.668500
笹塚小学校,131130,東京都,渋谷区,東京都渋谷区笹塚2-8-1,35.676166,139.669089
中幡小学校,131130,東京都,渋谷区,東京都渋谷区幡ヶ谷3-49-1,35.680751,139.673313
千駄谷小学校,131130,東京都,渋谷区,東京都渋谷区千駄ヶ谷2-4-1,35.675320,139.707534
地域交流センター代々木の杜,131130,東京都,渋谷区,東京都渋谷区代-木2-35-1,35.684568,139.697960
鳩森小学校,131130,東京都,渋谷区,東京都渋谷区千駄ヶ谷5-9-1,35.682380,139.705778
神宮前小学校,131130,東京都,渋谷区,東京都渋谷区神宮前4-20-12,35.667963,139.708114
原宿外苑中学校,131130,東京都,渋谷区,東京都渋谷区神宮前1-24-6,35.673400,139.705443
ｹｱｺﾐｭﾆﾃｨ・原宿の丘,131130,東京都,渋谷区,東京都渋谷区神宮前3-12-8,35.669722,139.710898
つばめの里・本町東,131130,東京都,渋谷区,東京都渋谷区本町3-46-1,35.663479,139.697189
区立みなみの小学校,131148,東京都,中野区,東京都中野区南台4-4-1,35.681737,139.668134
区立南中野中学校,131148,東京都,中野区,東京都中野区南台5-22-17,35.682556,139.662484
区立南台小学校,131148,東京都,中野区,東京都中野区南台3-44-9,35.684486,139.664240
東京大学教育学部附属中等教育学校,131148,東京都,中野区,東京都中野区南台1-15-1,35.685847,139.674443
区立中野第一小学校,131148,東京都,中野区,東京都中野区弥生町1-25-1,35.692128,139.679777
区立塔山小学校,131148,東京都,中野区,東京都中野区中央1-49-1,35.700821,139.683715
宝仙学園,131148,東京都,中野区,東京都中野区中央2-28-3,35.698933,139.680520
区立谷戸小学校,131148,東京都,中野区,東京都中野区中野1-26-1,35.702445,139.676965
区立第二中学校,131148,東京都,中野区,東京都中野区本町5-25-1,35.692615,139.671046
区立中野本郷小学校,131148,東京都,中野区,東京都中野区本町4-27-3,35.694862,139.670812
新渡戸文化学園,131148,東京都,中野区,東京都中野区本町6-38-1,35.696472,139.661889
中野中学校跡施設,131148,東京都,中野区,東京都中野区中野1-57-12,35.703627,139.672089
中部すこやか福祉センター,131148,東京都,中野区,東京都中野区中央3-19-1,35.700365,139.674162
区立桃花小学校,131148,東京都,中野区,東京都中野区中央5-43-1,35.700445,139.665907
区立桃園第二小学校,131148,東京都,中野区,東京都中野区中野6-13-1,35.707631,139.675894
明治大学付属中野中学・高等学校,131148,東京都,中野区,東京都中野区東中野3-3-4,35.706503,139.679360
大妻中野中学・高等学校,131148,東京都,中野区,東京都中野区上高田2-3-7,35.710310,139.671270
区立中野東中学校,131148,東京都,中野区,東京都中野区東中野5-12-1,35.708285,139.689121
区立白桜小学校,131148,東京都,中野区,東京都中野区上高田1-2-28,35.710233,139.678975
区立令和小学校,131148,東京都,中野区,東京都中野区上高田5-35-3,35.717118,139.674410
区立第五中学校,131148,東京都,中野区,東京都中野区上高田4-28-1,35.714614,139.678360
区立中野中学校,131148,東京都,中野区,東京都中野区中野4-12-3,35.709509,139.661013
旧沼袋小学校,131148,東京都,中野区,東京都中野区沼袋3-13-2,35.717599,139.659495
区立緑野中学校,131148,東京都,中野区,東京都中野区丸山1-1-19,35.723847,139.657310
区立第七中学校,131148,東京都,中野区,東京都中野区江古田2-9-11,35.724711,139.668060
区立江原小学校,131148,東京都,中野区,東京都中野区江原町1-39-1,35.729645,139.673202
区立江古田小学校,131148,東京都,中野区,東京都中野区江古田2-13-28,35.726148,139.666507
区立平和の森小学校,131148,東京都,中野区,東京都中野区新井3-29-1,35.714682,139.659659
都立中野工業高等学校,131148,東京都,中野区,東京都中野区野方3-5-5,35.716686,139.656672
区立北原小学校,131148,東京都,中野区,東京都中野区野方6-30-6,35.721138,139.651310
区立緑野小学校,131148,東京都,中野区,東京都中野区丸山1-17-1,35.725337,139.657604
区立啓明小学校,131148,東京都,中野区,東京都中野区大和町1-18-1,35.713498,139.652425
区立第四中学校,131148,東京都,中野区,東京都中野区若宮1-1-18,35.716183,139.649728
都立鷺宮高等学校,131148,東京都,中野区,東京都中野区若宮3-46-8,35.720310,139.643756
区立美鳩小学校,131148,東京都,中野区,東京都中野区若宮3-53-16,35.719283,139.640719
鷺宮スポーツコミュニティープラザ,131148,東京都,中野区,東京都中野区白鷺3-1-13,35.722465,139.636473
区立西中野小学校,131148,東京都,中野区,東京都中野区白鷺3-9-2,35.720777,139.631124
区立鷺宮小学校,131148,東京都,中野区,東京都中野区鷺宮3-31-4,35.724997,139.639364
区立第八中学校,131148,東京都,中野区,東京都中野区鷺宮4-7-3,35.724137,139.635879
区立北中野中学校,131148,東京都,中野区,東京都中野区上鷺宮5-7-1,35.728317,139.628434
区立武蔵台小学校,131148,東京都,中野区,東京都中野区上鷺宮5-1-1,35.728367,139.629694
区立上鷺宮小学校,131148,東京都,中野区,東京都中野区上鷺宮1-24-36,35.731441,139.635132
南部すこやか福祉センター等,131148,東京都,中野区,東京都中野区弥生町5-11-26,35.688193,139.668378
杉並第一小学校,131156,東京都,杉並区,東京都杉並区阿佐谷北1-5-27,35.706380,139.636870
杉並第二小学校,131156,東京都,杉並区,東京都杉並区成田西3-4-1,35.693150,139.631791
杉並第三小学校,131156,東京都,杉並区,東京都杉並区高円寺南1-15-13,35.699820,139.656522
旧杉並第四小学校,131156,東京都,杉並区,東京都杉並区高円寺北2-14-13,35.706841,139.653557
杉並第六小学校,131156,東京都,杉並区,東京都杉並区阿佐谷南1-24-21,35.701533,139.643394
杉並第七小学校,131156,東京都,杉並区,東京都杉並区阿佐谷南3-19-2,35.702861,139.631096
旧杉並第八小学校,131156,東京都,杉並区,東京都杉並区高円寺南2-40-24,35.700938,139.650878
杉並第九小学校,131156,東京都,杉並区,東京都杉並区本天沼1-2-19,35.713594,139.633105
杉並第十小学校,131156,東京都,杉並区,東京都杉並区和田3-55-49,35.697035,139.657439
天沼小学校,131156,東京都,杉並区,東京都杉並区天沼2-46-3,35.710742,139.623069
保育室若杉,131156,東京都,杉並区,東京都杉並区天沼3-15-20,35.708485,139.618217
西田小学校,131156,東京都,杉並区,東京都杉並区荻窪1-38-15,35.694722,139.622156
東田小学校,131156,東京都,杉並区,東京都杉並区成田東1-21-1,35.691557,139.638901
馬橋小学校,131156,東京都,杉並区,東京都杉並区高円寺北4-28-5,35.708757,139.643064
桃井第一小学校,131156,東京都,杉並区,東京都杉並区桃井2-6-1,35.712074,139.609168
桃井第二小学校,131156,東京都,杉並区,東京都杉並区荻窪5-10-25,35.701827,139.617966
桃井第三小学校,131156,東京都,杉並区,東京都杉並区西荻北2-10-7,35.705351,139.602361
桃井第四小学校,131156,東京都,杉並区,東京都杉並区善福寺3-3-5,35.716973,139.594716
桃井第五小学校,131156,東京都,杉並区,東京都杉並区下井草4-22-4,35.722145,139.619872
四宮小学校,131156,東京都,杉並区,東京都杉並区上井草2-12-26,35.721603,139.610073
荻窪小学校,131156,東京都,杉並区,東京都杉並区宮前2-13-18,35.694975,139.611687
井荻小学校,131156,東京都,杉並区,東京都杉並区善福寺1-10-19,35.711457,139.596129
沓掛小学校,131156,東京都,杉並区,東京都杉並区清水3-1-9,35.716343,139.620619
高井戸小学校,131156,東京都,杉並区,東京都杉並区高井戸西2-2-1,35.684272,139.614925
高井戸第二小学校,131156,東京都,杉並区,東京都杉並区久我山4-49-1,35.691891,139.599285
高井戸第三小学校,131156,東京都,杉並区,東京都杉並区下高井戸4-16-24,35.672112,139.630732
高井戸第四小学校,131156,東京都,杉並区,東京都杉並区西荻南1-8-16,35.698246,139.602311
松庵小学校,131156,東京都,杉並区,東京都杉並区松庵2-23-24,35.700095,139.593161
浜田山小学校,131156,東京都,杉並区,東京都杉並区浜田山4-23-1,35.685565,139.629443
富士見丘小学校,131156,東京都,杉並区,東京都杉並区上高井戸2-16-13,35.679709,139.607102
大宮小学校,131156,東京都,杉並区,東京都杉並区堀ノ内1-12-16,35.683474,139.649094
旧新泉小学校,131156,東京都,杉並区,東京都杉並区和泉1-44-26,35.676032,139.656024
堀之内小学校,131156,東京都,杉並区,東京都杉並区堀ノ内3-24-11,35.693164,139.646880
和田小学校,131156,東京都,杉並区,東京都杉並区和田2-30-21,35.690863,139.656961
方南小学校,131156,東京都,杉並区,東京都杉並区方南1-52-14,35.679842,139.658285
永福小学校,131156,東京都,杉並区,東京都杉並区永福2-16-33,35.673424,139.639761
済美小学校,131156,東京都,杉並区,東京都杉並区堀ノ内1-17-24,35.685504,139.649191
八成小学校,131156,東京都,杉並区,東京都杉並区井草2-25-4,35.728573,139.619619
三谷小学校,131156,東京都,杉並区,東京都杉並区上井草3-14-12,35.719927,139.602002
松ノ木小学校,131156,東京都,杉並区,東京都杉並区松ノ木1-2-26,35.687477,139.642783
高井戸東小学校,131156,東京都,杉並区,東京都杉並区高井戸東1-12-1,35.680200,139.619592
久我山小学校,131156,東京都,杉並区,東京都杉並区久我山5-18-7,35.686143,139.606094
高円寺学園,131156,東京都,杉並区,東京都杉並区高円寺北1-4-11,35.706753,139.655192
高南中学校,131156,東京都,杉並区,東京都杉並区和田3-40-10,35.695927,139.657904
杉森中学校,131156,東京都,杉並区,東京都杉並区阿佐谷北5-45-24,35.711906,139.641255
阿佐ヶ谷中学校,131156,東京都,杉並区,東京都杉並区阿佐谷南1-17-3,35.700222,139.636092
東田中学校,131156,東京都,杉並区,東京都杉並区成田東3-19-17,35.694661,139.635193
松溪中学校,131156,東京都,杉並区,東京都杉並区荻窪2-3-1,35.696170,139.622087
天沼中学校,131156,東京都,杉並区,東京都杉並区本天沼3-10-20,35.712248,139.620461
東原中学校,131156,東京都,杉並区,東京都杉並区下井草1-28-5,35.717421,139.631418
中瀬中学校,131156,東京都,杉並区,東京都杉並区下井草4-3-29,35.719501,139.619778
井荻中学校,131156,東京都,杉並区,東京都杉並区今川2-13-24,35.718102,139.610531
井草中学校,131156,東京都,杉並区,東京都杉並区上井草3-20-11,35.722109,139.602541
荻窪中学校,131156,東京都,杉並区,東京都杉並区善福寺1-8-3,35.710363,139.596538
神明中学校,131156,東京都,杉並区,東京都杉並区南荻窪2-37-28,35.700384,139.609975
宮前中学校,131156,東京都,杉並区,東京都杉並区宮前2-12-1,35.693310,139.610622
富士見丘中学校,131156,東京都,杉並区,東京都杉並区久我山2-20-1,35.682569,139.605928
高井戸中学校,131156,東京都,杉並区,東京都杉並区高井戸東1-28-1,35.681011,139.622944
向陽中学校,131156,東京都,杉並区,東京都杉並区下高井戸3-24-1,35.672297,139.635145
松ノ木中学校,131156,東京都,杉並区,東京都杉並区松ノ木1-4-1,35.686832,139.640776
大宮中学校,131156,東京都,杉並区,東京都杉並区堀ノ内1-16-38,35.686632,139.648330
泉南中学校,131156,東京都,杉並区,東京都杉並区堀ノ内1-3-1,35.684239,139.655157
和田中学校,131156,東京都,杉並区,東京都杉並区和田2-21-8,35.690062,139.658282
杉並和泉学園,131156,東京都,杉並区,東京都杉並区和泉2-17-14,35.674108,139.648669
西宮中学校,131156,東京都,杉並区,東京都杉並区宮前5-1-25,35.692567,139.601761
荻窪地域区民センター,131156,東京都,杉並区,東京都杉並区荻窪2-34-20,35.698530,139.619020
高井戸地域区民センター,131156,東京都,杉並区,東京都杉並区高井戸東3-7-5,35.683498,139.616579
西荻地域区民センター,131156,東京都,杉並区,東京都杉並区桃井4-3-2,35.712555,139.602230
阿佐谷地域区民センター,131156,東京都,杉並区,東京都杉並区阿佐谷南1-47-17,35.703965,139.637474
高円寺地域区民センター,131156,東京都,杉並区,東京都杉並区梅里1-22-32,35.697036,139.653945
永福和泉地域区民センター,131156,東京都,杉並区,東京都杉並区和泉3-8-18,35.675618,139.645924
井草地域区民センター,131156,東京都,杉並区,東京都杉並区下井草5-7-22,35.720730,139.616525
杉並会館,131156,東京都,杉並区,東京都杉並区上荻3-29-5,35.710461,139.607793
久我山会館,131156,東京都,杉並区,東京都杉並区久我山3-23-20,35.686737,139.599289
仰高小学校,131164,東京都,豊島区,東京都豊島区駒込3-13-1,35.736605,139.738473
駒込小学校,131164,東京都,豊島区,東京都豊島区駒込3-13-1,35.738555,139.743256
巣鴨小学校,131164,東京都,豊島区,東京都豊島区南大塚1-24-10,35.728478,139.734907
清和小学校,131164,東京都,豊島区,東京都豊島区巣鴨3-14-1,35.735885,139.732906
西巣鴨小学校,131164,東京都,豊島区,東京都豊島区西巣鴨1-27-1,35.738500,139.725965
豊成小学校,131164,東京都,豊島区,東京都豊島区上池袋1-18-24,35.734976,139.722009
朋有小学校,131164,東京都,豊島区,東京都豊島区東池袋4-40-1,35.728987,139.723506
朝日小学校,131164,東京都,豊島区,東京都豊島区巣鴨5-33-1,35.741122,139.733049
池袋第一小学校,131164,東京都,豊島区,東京都豊島区上池袋4-28-1,35.741682,139.718883
池袋小学校,131164,東京都,豊島区,東京都豊島区池袋4-23-8,35.737974,139.709717
目白小学校,131164,東京都,豊島区,東京都豊島区目白2-11-6,35.720662,139.709966
長崎小学校,131164,東京都,豊島区,東京都豊島区長崎2-6-3,35.728453,139.689862
要小学校,131164,東京都,豊島区,東京都豊島区要町2-3-20,35.734372,139.693690
椎名町小学校,131164,東京都,豊島区,東京都豊島区南長崎4-30-5,35.726725,139.685541
高松小学校,131164,東京都,豊島区,東京都豊島区高松2-57-22,35.739568,139.697278
千早小学校,131164,東京都,豊島区,東京都豊島区千早3-33-5,35.735044,139.687280
富士見台小学校,131164,東京都,豊島区,東京都豊島区南長崎1-10-5,35.724695,139.693205
高南小学校,131164,東京都,豊島区,東京都豊島区高田2-12-7,35.716321,139.714284
南池袋小学校,131164,東京都,豊島区,東京都豊島区南池袋3-18-12,35.724401,139.714919
さくら小学校,131164,東京都,豊島区,東京都豊島区長崎6-16-1,35.736053,139.679983
旧文成小学校（池袋第一小学校仮校舎）,131164,東京都,豊島区,東京都豊島区池袋本町4-36-1,35.744370,139.714500
池袋第三小学校,131164,東京都,豊島区,東京都豊島区西池袋3-14-3,35.728584,139.703012
駒込中学校,131164,東京都,豊島区,東京都豊島区駒込4-5-1,35.736001,139.741914
巣鴨北中学校,131164,東京都,豊島区,東京都豊島区西巣鴨3-17-1,35.741677,139.728838
西巣鴨中学校,131164,東京都,豊島区,東京都豊島区南大塚3-18-1,35.728869,139.727480
千川中学校,131164,東京都,豊島区,東京都豊島区高松1-9-21,35.736045,139.699952
西池袋中学校,131164,東京都,豊島区,東京都豊島区西池袋4-7-1,35.727736,139.699967
千登世橋中学校,131164,東京都,豊島区,東京都豊島区目白2-11-6,35.717020,139.711329
明豊中学校,131164,東京都,豊島区,東京都豊島区長崎5-31-29,35.735778,139.684159
池袋本町小学校・池袋中学校（連携校）,131164,東京都,豊島区,東京都豊島区池袋本町1-43-1,35.740714,139.714573
西部区民事務所,131164,東京都,豊島区,東京都豊島区千早2-39-16,35.735750,139.690858
豊島体育館,131164,東京都,豊島区,東京都豊島区要町3-47-8,35.740015,139.689557
南長崎スポーツ公園,131164,東京都,豊島区,東京都豊島区南長崎4-13-5,35.724803,139.683453
みらい館大明,131164,東京都,豊島区,東京都豊島区池袋3-30-8,35.735665,139.704512
旧真和中学校,131164,東京都,豊島区,東京都豊島区目白5-24-12,35.725481,139.697037
区立王子小学校,131172,東京都,北区,東京都北区王子2-7-1,35.758650,139.735234
区立王子第一小学校,131172,東京都,北区,東京都北区王子5-14-18,35.765395,139.737943
区立王子第二小学校,131172,東京都,北区,東京都北区王子本町2-2-5,35.756270,139.732715
区立王子第三小学校,131172,東京都,北区,東京都北区上十条5-2-3,35.765654,139.718129
区立王子第五小学校,131172,東京都,北区,東京都北区上十条2-18-17,35.759896,139.719186
区立荒川小学校,131172,東京都,北区,東京都北区中十条3-1-6,35.763448,139.725889
区立豊川小学校,131172,東京都,北区,東京都北区豊島3-10-23,35.760974,139.742908
区立堀船小学校,131172,東京都,北区,東京都北区堀船2-11-9,35.753856,139.746600
区立柳田小学校,131172,東京都,北区,東京都北区豊島2-11-20,35.757813,139.744106
区立東十条小学校,131172,東京都,北区,東京都北区東十条3-14-23,35.766090,139.729050
区立十条台小学校,131172,東京都,北区,東京都北区中十条1-5-6,35.758643,139.730481
区立としま若葉小学校,131172,東京都,北区,東京都北区豊島5-3-30,35.766133,139.750234
区立西が丘小学校,131172,東京都,北区,東京都北区十条仲原4-5-17,35.769884,139.721207
区立赤羽小学校,131172,東京都,北区,東京都北区赤羽1-24-6,35.780575,139.721554
区立岩淵小学校,131172,東京都,北区,東京都北区岩淵町6-6,35.784392,139.725764
区立なでしこ小学校,131172,東京都,北区,東京都北区志茂1-34-17,35.777370,139.727380
区立第四岩淵小学校,131172,東京都,北区,東京都北区赤羽3-24-23,35.786035,139.720717
区立梅木小学校,131172,東京都,北区,東京都北区西が丘2-21-15,35.767962,139.714074
区立神谷小学校,131172,東京都,北区,東京都北区神谷2-30-5,35.772089,139.729232
区立稲田小学校,131172,東京都,北区,東京都北区赤羽南2-23-24,35.773226,139.725363
区立桐ケ丘郷小学校,131172,東京都,北区,東京都北区桐ケ丘1-10-23,35.776802,139.707025
区立袋小学校,131172,東京都,北区,東京都北区赤羽北2-15-3,35.784128,139.705949
区立八幡小学校,131172,東京都,北区,東京都北区赤羽台3-18-5,35.780894,139.714340
区立浮間小学校,131172,東京都,北区,東京都北区浮間3-4-27,35.785918,139.700591
区立西浮間小学校,131172,東京都,北区,東京都北区浮間2-7-1,35.792852,139.699452
区立赤羽台西小学校,131172,東京都,北区,東京都北区赤羽台2-1-34,35.775227,139.713655
区立滝野川小学校,131172,東京都,北区,東京都北区西ケ原1-18-10,35.742569,139.747731
区立滝野川第二小学校,131172,東京都,北区,東京都北区滝野川6-19-4,35.744847,139.726272
区立滝野川第三小学校,131172,東京都,北区,東京都北区滝野川1-12-27,35.748588,139.736685
区立滝野川第四小学校,131172,東京都,北区,東京都北区東田端2-5-23,35.740286,139.762832
区立滝野川第五小学校,131172,東京都,北区,東京都北区昭和町3-3-12,35.749611,139.749519
旧滝野川第六小学校,131172,東京都,北区,東京都北区滝野川5-44-15,35.748921,139.724486
区立西ケ原小学校,131172,東京都,北区,東京都北区西ケ原4-19-21,35.743244,139.736838
区立谷端小学校,131172,東京都,北区,東京都北区滝野川7-12-17,35.744752,139.721573
区立滝野川もみじ小学校,131172,東京都,北区,東京都北区滝野川3-72-1,35.751031,139.728423
区立田端小学校,131172,東京都,北区,東京都北区田端5-4-1,35.737042,139.756692
志茂子ども交流館,131172,東京都,北区,東京都北区志茂5-18-3,35.783420,139.731296
旧桜田小学校,131172,東京都,北区,東京都北区王子5-2-8,35.763255,139.734703
旧西浮間小学校,131172,東京都,北区,東京都北区浮間4-29-30,35.790368,139.691472
旧赤羽台東小学校,131172,東京都,北区,東京都北区赤羽台1-1-13,35.780316,139.717868
区立田端中学校,131172,東京都,北区,東京都北区田端4-17-1,35.738513,139.753828
区立王子桜中学校,131172,東京都,北区,東京都北区王子2-7-1,35.758346,139.736249
区立十条富士見中学校,131172,東京都,北区,東京都北区十条台1-9-33,35.757176,139.723212
区立明桜中学校,131172,東京都,北区,東京都北区王子6-3-23,35.760159,139.741560
区立堀船中学校,131172,東京都,北区,東京都北区堀船2-23-20,35.755675,139.746868
区立稲付中学校,131172,東京都,北区,東京都北区赤羽西6-1-4,35.771291,139.714153
区立赤羽岩淵中学校,131172,東京都,北区,東京都北区赤羽2-6-18,35.779377,139.726050
区立桐ケ丘中学校,131172,東京都,北区,東京都北区桐ケ丘2-6-11,35.779600,139.708665
区立神谷中学校,131172,東京都,北区,東京都北区神谷2-46-13,35.773635,139.729361
区立浮間中学校,131172,東京都,北区,東京都北区浮間4-29-32,35.790351,139.693029
旧田端中学校,131172,東京都,北区,東京都北区田端6-9-1,35.741370,139.755618
区立滝野川紅葉中学校,131172,東京都,北区,東京都北区滝野川5-55-8,35.749998,139.724740
区立飛鳥中学校,131172,東京都,北区,東京都北区西ケ原3-5-12,35.744150,139.742595
旧清至中学校,131172,東京都,北区,東京都北区王子6-7-3,35.762893,139.741332
旧新町中学校（新町コミュニティアリーナ）,131172,東京都,北区,東京都北区田端新町2-27-5,35.740598,139.767985
旧滝野川中学校（北区役所滝野川分庁舎）,131172,東京都,北区,東京都北区滝野川2-52-10,35.750690,139.732925
旧豊島北中学校（豊島北コミュニティアリーナ）,131172,東京都,北区,東京都北区豊島5-3-35,35.765259,139.750344
旧富士見中学校（学校法人帝京大学）,131172,東京都,北区,東京都北区上十条3-1-25,35.759348,139.717126
瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住1-51-1,35.716167,139.710968
第二瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住5-8-1,35.722382,139.709625
第三瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住7-9-1,35.729588,139.692947
汐入小学校,131181,東京都,荒川区,東京都荒川区南千住8-2-3,35.733234,139.695938
汐入東小学校,131181,東京都,荒川区,東京都荒川区南千住8-9-3,35.724903,139.685089
第六瑞光小学校,131181,東京都,荒川区,東京都荒川区南千住1-4-11,35.724087,139.691559
峡田小学校,131181,東京都,荒川区,東京都荒川区荒川3-77-1,35.737087,139.687729
第二峡田小学校,131181,東京都,荒川区,東京都荒川区荒川2-30-1,35.738182,139.782238
第三峡田小学校,131181,東京都,荒川区,東京都荒川区荒川1-43-1,35.730125,139.680618
第四峡田小学校,131181,東京都,荒川区,東京都荒川区町屋2-11-6,35.736450,139.682739
第五峡田小学校,131181,東京都,荒川区,東京都荒川区町屋3-17-24,35.731647,139.721558
第七峡田小学校,131181,東京都,荒川区,東京都荒川区町屋8-19-12,35.729279,139.691025
第九峡田小学校,131181,東京都,荒川区,東京都荒川区荒川6-8-1,35.738525,139.727600
尾久小学校,131181,東京都,荒川区,東京都荒川区東尾久5-6-7,35.735493,139.704865
尾久西小学校,131181,東京都,荒川区,東京都荒川区西尾久5-27-12,35.724903,139.685089
尾久第六小学校,131181,東京都,荒川区,東京都荒川区西尾久8-26-9,35.736107,139.728806
赤土小学校,131181,東京都,荒川区,東京都荒川区東尾久2-43-9,35.735985,139.685516
大門小学校,131181,東京都,荒川区,東京都荒川区町屋4-27-8,35.738647,139.683197
尾久宮前小学校,131181,東京都,荒川区,東京都荒川区西尾久1-4-17,35.721870,139.708450
第一日暮里小学校,131181,東京都,荒川区,東京都荒川区西日暮里3-7-15,35.732620,139.734222
第二日暮里小学校,131181,東京都,荒川区,東京都荒川区東日暮里5-2-1,35.719009,139.708771
第三日暮里小学校,131181,東京都,荒川区,東京都荒川区東日暮里3-10-17,35.723068,139.714478
第六日暮里小学校,131181,東京都,荒川区,東京都荒川区西日暮里6-35-16,35.729900,139.701385
ひぐらし小学校,131181,東京都,荒川区,東京都荒川区西日暮里2-32-5,35.742470,139.727768
第一中学校,131181,東京都,荒川区,東京都荒川区荒川1-30-1,35.732903,139.719208
第三中学校,131181,東京都,荒川区,東京都荒川区南千住8-10-1,35.740696,139.689178
第四中学校,131181,東京都,荒川区,東京都荒川区荒川6-57-1,35.728218,139.725494
第五中学校,131181,東京都,荒川区,東京都荒川区町屋1-37-16,35.723545,139.712311
第七中学校,131181,東京都,荒川区,東京都荒川区西尾久4-30-28,35.736862,139.746750
第九中学校,131181,東京都,荒川区,東京都荒川区東尾久2-23-5,35.737431,139.731613
尾久八幡中学校,131181,東京都,荒川区,東京都荒川区西尾久3-14-1,35.735130,139.688583
南千住第二中学校,131181,東京都,荒川区,東京都荒川区南千住7-25-1,35.734154,139.733475
原中学校,131181,東京都,荒川区,東京都荒川区町屋5-12-6,35.760937,139.742035
諏訪台中学校,131181,東京都,荒川区,東京都荒川区西日暮里2-36-8,35.773067,139.708084
生涯学習センター,131181,東京都,荒川区,東京都荒川区荒川3-49-1,35.775993,139.710190
竹台高等学校,131181,東京都,荒川区,東京都荒川区東日暮里5-14-1,35.758881,139.736420
荒川工業高等学校,131181,東京都,荒川区,東京都荒川区南千住6-42-1,35.775993,139.710190
板橋第二小学校,131199,東京都,板橋区,東京都板橋区板橋2-52-1,35.748978,139.710429
板橋第四小学校,131199,東京都,板橋区,東京都板橋区板橋4-9-13,35.749817,139.716459
金沢小学校,131199,東京都,板橋区,東京都板橋区加賀2-2-1,35.754991,139.715340
板橋第一中学校,131199,東京都,板橋区,東京都板橋区大山東町50-1,35.750448,139.704703
板橋第五中学校,131199,東京都,板橋区,東京都板橋区板橋4-49-3,35.752431,139.719575
板橋第五小学校,131199,東京都,板橋区,東京都板橋区中丸町19-1,35.741778,139.704937
板橋第七小学校,131199,東京都,板橋区,東京都板橋区大山金井町31-1,35.745592,139.704647
板橋第一小学校,131199,東京都,板橋区,東京都板橋区氷川町13-1,35.753807,139.707650
中根橋小学校,131199,東京都,板橋区,東京都板橋区栄町14-1,35.756124,139.701060
加賀小学校,131199,東京都,板橋区,東京都板橋区稲荷台23-1,35.761401,139.710176
板橋第三中学校,131199,東京都,板橋区,東京都板橋区氷川町22-3,35.755649,139.706381
加賀中学校,131199,東京都,板橋区,東京都板橋区加賀2-19-1,35.760627,139.716137
弥生小学校,131199,東京都,板橋区,東京都板橋区弥生町19-1,35.753837,139.694489
板橋第六小学校,131199,東京都,板橋区,東京都板橋区大山町13-1,35.747124,139.700154
板橋第二中学校,131199,東京都,板橋区,東京都板橋区幸町26-1,35.745761,139.697155
板橋第八小学校,131199,東京都,板橋区,東京都板橋区双葉町42-1,35.759812,139.700525
板橋第十小学校,131199,東京都,板橋区,東京都板橋区大谷口上町43-1,35.747887,139.692606
大谷口小学校,131199,東京都,板橋区,東京都板橋区大谷口北町21-1,35.750943,139.690216
上板橋第二小学校,131199,東京都,板橋区,東京都板橋区小茂根1-14-1,35.747666,139.680200
向原小学校,131199,東京都,板橋区,東京都板橋区向原2-34-1,35.741410,139.681976
上板橋第二中学校,131199,東京都,板橋区,東京都板橋区小茂根1-2-1,35.747237,139.680830
